Filename,AoA,CST Coeff 1,CST Coeff 2,CST Coeff 3,CST Coeff 4,CST Coeff 5,CST Coeff 6,CST Coeff 7,CST Coeff 8,Cl,Cd,L_over_D,t_max,camber_max,dat_path,Quality,cluster_id
NACA M14 AIRFOIL,4,-0.072539454,0.081519572,-0.062995927,-0.026955166,0.14654388,0.291278,0.13367842,0.22641014,0.72941458,0.019142615,38.104228706475055,0.0813188106641242,0.040598983555970615,..\airfoil_opt\data\processed\NACA M14 AIRFOIL.dat,优秀,1
NACA M17 AIRFOIL,4,-0.069548157,0.098545849,-0.075947183,-0.10279806,0.14860093,0.29483413,0.14919158,0.12645386,0.63791703,0.018524152,34.4370435958418,0.08099913665931724,0.04147120729377719,..\airfoil_opt\data\processed\NACA M17 AIRFOIL.dat,优秀,1
NACA M20 AIRFOIL,4,-0.049517817,0.18002235,-0.036529748,-0.065634441,0.16753764,0.39947044,0.15377389,0.19109496,0.79798274,0.020647972,38.647027417511026,0.08225591275860446,0.06220294666666666,..\airfoil_opt\data\processed\NACA M20 AIRFOIL.dat,优秀,1
NACA M21 AIRFOIL,4,-0.10516463,0.13301624,-0.090487484,-0.13558369,0.22055962,0.43242054,0.21965876,0.21039496,0.73714506,0.022550654,32.68841160881631,0.11983235125513587,0.06100008358333333,..\airfoil_opt\data\processed\NACA M21 AIRFOIL.dat,优秀,1
NACA M23 AIRFOIL,4,-0.040690564,0.19079574,-0.030893475,-0.14802266,0.1772412,0.40325143,0.16995203,0.10066211,0.72414794,0.02095104,34.563818311644674,0.0819284031618398,0.06426654098153528,..\airfoil_opt\data\processed\NACA M23 AIRFOIL.dat,优秀,1
NASA LANGLEY NLF10215F AIRFOIL nlf0215fil,4,-0.11240793,-0.019791851,-0.27798823,0.26698198,0.21041123,0.34885986,0.28046456,0.33518241,0.96291756,0.024877194,38.70683968618004,0.1499059528029842,0.038462976835587394,..\airfoil_opt\data\processed\NASA LANGLEY NLF10215F AIRFOIL nlf0215fil.dat,优秀,2
HQ 1pt5 10 AIRFOIL hq1510il,4,-0.099357809,-0.083379312,-0.11887627,0.025938481,0.15065604,0.16781438,0.19288392,0.12550312,0.61613541,0.0185167969999999,33.274405395274535,0.09958070151792509,0.015046218436085054,..\airfoil_opt\data\processed\HQ 1pt5 10 AIRFOIL hq1510il.dat,优秀,1
HQ2 9 9 smoothed hq2090smil,4,-0.076005979,-0.062077441,-0.0848716,0.052326806,0.14682195,0.16925639,0.19047559,0.14520359,0.67859136,0.019751395,34.35662949376487,0.08986930772718238,0.020092269188086265,..\airfoil_opt\data\processed\HQ2 9 9 smoothed hq2090smil.dat,优秀,1
HQ 2pt0 9 AIRFOIL hq209il,4,-0.077973882,-0.0575205,-0.089793151,0.055702172,0.14693431,0.16735076,0.19335282,0.14285522,0.68036131,0.0193210389999999,35.21349498854609,0.08959371196386279,0.020122772823687775,..\airfoil_opt\data\processed\HQ 2pt0 9 AIRFOIL hq209il.dat,优秀,1
HQ 2pt1 9pt5 AIRFOIL hq2195il,4,-0.081925296,-0.068342756,-0.094350048,0.067265307,0.1645594,0.16574344,0.20822366,0.15807359,0.70296105,0.019939298,35.255055117788,0.09533001006214228,0.020811249642811013,..\airfoil_opt\data\processed\HQ 2pt1 9pt5 AIRFOIL hq2195il.dat,优秀,1
HQ 2pt5 11 AIRFOIL hq2511il,4,-0.091659012,-0.073654796,-0.10349517,0.067975507,0.18607255,0.1992286,0.24612296,0.17311892,0.73689406,0.022443049,32.83395495861547,0.10977480695081243,0.025238697947210263,..\airfoil_opt\data\processed\HQ 2pt5 11 AIRFOIL hq2511il.dat,优秀,1
HQ 2pt5 9 B AIRFOIL hq259bil,4,-0.067397104,-0.053035108,-0.074831012,0.092067829,0.16724672,0.16934828,0.21306387,0.17892637,0.75857942,0.019548837,38.80432477901371,0.0906657929293386,0.02506976517694909,..\airfoil_opt\data\processed\HQ 2pt5 9 B AIRFOIL hq259bil.dat,优秀,1
HQ 2pt5 9 smoothed by Eppler hq2590smil,4,-0.067404654,-0.053009931,-0.074878166,0.092082623,0.16724841,0.16934292,0.21306484,0.17893785,0.75845737,0.019464457,38.96627427109834,0.0906657256511593,0.025068456124311855,..\airfoil_opt\data\processed\HQ 2pt5 9 smoothed by Eppler hq2590smil.dat,优秀,1
HQ 3pt0 10 AIRFOIL hq3010il,4,-0.072829967,-0.040756171,-0.083628218,0.10602311,0.1781514,0.20443881,0.24037188,0.19372091,0.80605749,0.020243993,39.81711957715062,0.09956227329115405,0.03028327528528714,..\airfoil_opt\data\processed\HQ 3pt0 10 AIRFOIL hq3010il.dat,优秀,1
HQ 3pt0 9 AIRFOIL hq309il,4,-0.059878001,-0.029582709,-0.064098112,0.10509563,0.16882256,0.18917283,0.22484352,0.18986733,0.80550324,0.019844074,40.59162649766373,0.08944217312209744,0.030252025661160673,..\airfoil_opt\data\processed\HQ 3pt0 9 AIRFOIL hq309il.dat,优秀,1
ah63k127,4,-0.08714537,-0.022421299,-0.15778277,0.067815466,0.16487046,0.27170774,0.35306938,0.18578501,0.79272359,0.021776261,36.40310841241295,0.12762259603940745,0.03752380948268708,..\airfoil_opt\data\processed\ah63k127.dat,优秀,1
ah79100a,4,-0.093391061,-0.072173312,0.039381509,0.10679875,0.16831785,0.23029085,0.21753716,0.22063602,0.86000732,0.020746949,41.4522308798272,0.09984187877909922,0.03658433213749485,..\airfoil_opt\data\processed\ah79100a.dat,优秀,1
ah79100b,4,-0.062784022,0.053223465,0.031015035,0.29475436,0.18688659,0.34389848,0.27337897,0.37321705,1.2009434,0.026022523,46.150152312287325,0.1003775459816395,0.06402894396536418,..\airfoil_opt\data\processed\ah79100b.dat,优秀,3
ah79100c,4,-0.083887407,0.095031696,0.019196595,0.22610302,0.19446636,0.34254993,0.27666488,0.47835463,1.1375512,0.026025025,43.70989845350773,0.09980617415740942,0.06668425137526696,..\airfoil_opt\data\processed\ah79100c.dat,优秀,3
ah79k132,4,-0.10778197,-0.0064646963,-0.17531377,-0.013948477,0.17935022,0.29529335,0.3350832,0.16375496,0.7069829000000001,0.021412145,33.01784571326227,0.13310538631878355,0.03721844448827081,..\airfoil_opt\data\processed\ah79k132.dat,优秀,2
ah88k130,4,-0.077912183,-0.022838597,-0.17324959,0.091982352,0.16599482,0.25637575,0.38693406,0.25056556,0.85487259,0.0261330999999999,32.71225342573224,0.13155382000838456,0.03928278224787247,..\airfoil_opt\data\processed\ah88k130.dat,优秀,2
ah93w145,4,-0.13830421,-0.039616567,-0.1356062,0.013858794,0.18197189,0.40755519,0.19026829,0.25367805,0.7530456999999999,0.021987943,34.248119526233076,0.14433696297451756,0.038462642773693184,..\airfoil_opt\data\processed\ah93w145.dat,优秀,2
ah93w174,4,-0.18422894,-0.072742847,-0.18697014,0.071532784,0.20988226,0.47067599,0.21219003,0.23156886,0.78711817,0.0241781389999999,32.554952637173734,0.17455601276100075,0.03901673518240033,..\airfoil_opt\data\processed\ah93w174.dat,优秀,2
nl722343,4,-0.080935081,-0.049727292,-0.17071762,0.062134143,0.1718982,0.10078443,0.1749934,0.17809101,0.63242624,0.01870818,33.80479768742871,0.08616829047362756,0.012261898857597126,..\airfoil_opt\data\processed\nl722343.dat,优秀,1
nlf0215f,4,-0.11240763,-0.019792942,-0.27798596,0.26698119,0.21041114,0.34886011,0.28046426,0.33518265,0.96291703,0.0248773029999999,38.70664878745111,0.14990590349220625,0.03846300971904118,..\airfoil_opt\data\processed\nlf0215f.dat,优秀,2
ist-mt1-12,4,-0.10719151,-0.068445472,0.089228609,0.23379445,0.15443038,0.32141777,0.33324069,0.40150276,1.1036079,0.026567445,41.539858273913815,0.11993813760075023,0.061443340766324926,..\airfoil_opt\data\processed\ist-mt1-12.dat,优秀,3
ist-mt1-15,4,-0.11803697,-0.086693955,0.22095679,0.23834992,0.21468576,0.42607072,0.47014744,0.38380138,1.2232413999999998,0.034092798,35.87975970760745,0.150016161264454,0.08481477491307596,..\airfoil_opt\data\processed\ist-mt1-15.dat,优秀,3
ist-mt1-18,4,-0.19196934,-0.029291923,0.095499603,0.28497248,0.29728204,0.51308757,0.39154111,0.3927976,1.2576843999999998,0.035419553,35.5081951485949,0.17974184617455669,0.08168273460133187,..\airfoil_opt\data\processed\ist-mt1-18.dat,优秀,3
ist-mt1-21,4,-0.1918548,-0.32377485,0.20365832,0.1575014,0.23460577,0.56408383,0.18577144,0.42002505,1.0283775,0.0297603889999999,34.55524388474907,0.20917392590975747,0.0567402311107521,..\airfoil_opt\data\processed\ist-mt1-21.dat,优秀,2
K3311 original k3311il,4,-0.0831383,-0.06566237,-0.029258115,0.010223842,0.1772157,0.27346691,0.19740989,0.21615461,0.75220677,0.021933174,34.29539062608996,0.11022896935615185,0.032857863276986685,..\airfoil_opt\data\processed\K3311 original k3311il.dat,优秀,1
kc135d,4,-0.034784893,-0.062093123,-0.10244998,-0.024417687,0.14357573,0.16827574,0.20351081,0.13219731,0.61115824,0.018103829,33.75850710918668,0.08962759987754375,0.02038457121076316,..\airfoil_opt\data\processed\kc135d.dat,优秀,1
lrn1015,4,-0.069682598,-0.051216281,-0.13817788,0.055872903,0.30136116,0.25925235,0.49357153,0.16110993,0.84825891,0.025846456,32.819157489135065,0.15293959254141098,0.04861217234267172,..\airfoil_opt\data\processed\lrn1015.dat,优秀,2
NACA 632615 naca632615il,4,-0.11966296,-0.11903162,-0.14456671,0.14600913,0.21299936,0.30426243,0.29889747,0.23167175,0.8505651,0.023046396,36.90664258307459,0.14954411342205115,0.03291928874085806,..\airfoil_opt\data\processed\NACA 632615 naca632615il.dat,优秀,2
NACA 633618 naca633618il,4,-0.1452989,-0.1760433,-0.17201802,0.13769526,0.24935408,0.34738332,0.33808491,0.2363155,0.83069836,0.0248836279999999,33.38332979419252,0.17959486902010718,0.032945276540093674,..\airfoil_opt\data\processed\NACA 633618 naca633618il.dat,优秀,2
NACA 641212 MOD A n64212mail,4,-0.10539295,-0.042168548,-0.19584718,0.061474209,0.26003366,0.15229206,0.29825403,0.10455796,0.69146839,0.0204385139999999,33.83163717283964,0.11786731427899858,0.024147920762000688,..\airfoil_opt\data\processed\NACA 641212 MOD A n64212mail.dat,优秀,1
NACA 65410 naca65410il,4,-0.073700774,-0.050783549,-0.14781926,0.084042605,0.12607114,0.18762428,0.23787601,0.1770277,0.71535334,0.021373088,33.46981680887666,0.09986811529739725,0.02196842924085806,..\airfoil_opt\data\processed\NACA 65410 naca65410il.dat,优秀,1
AH21 7 version Andrew Hollom,4,-0.093615151,-0.043939776,-0.082395648,0.014778651,0.15099071,0.16172806,0.1814092,0.28518332,0.68433025,0.019477985,35.13352382189431,0.08961495773910033,0.02253884750033637,..\airfoil_opt\data\processed\AH21 7 version Andrew Hollom.dat,优秀,1
AH 63K127 24,4,-0.08714537,-0.022421299,-0.15778277,0.067815466,0.16487046,0.27170774,0.35306938,0.18578501,0.79272359,0.021776261,36.40310841241295,0.12762259603940745,0.03752380948268708,..\airfoil_opt\data\processed\AH 63K127 24.dat,优秀,1
AH 79100 A AIRFOIL,4,-0.093391289,-0.072172838,0.039380833,0.10679931,0.16831435,0.23030468,0.21752447,0.22064211,0.86000916,0.020746953,41.45231157558414,0.0998429007089252,0.036584375578866575,..\airfoil_opt\data\processed\AH 79100 A AIRFOIL.dat,优秀,1
AH 79100 B AIRFOIL,4,-0.062783732,0.053222078,0.031016022,0.29475389,0.18688989,0.34389229,0.27338798,0.37320841,1.2009444,0.026022523,46.15019074053657,0.10037762542975999,0.06402897559318473,..\airfoil_opt\data\processed\AH 79100 B AIRFOIL.dat,优秀,3
AH 79100 C AIRFOIL,4,-0.083928033,0.095091021,0.019152346,0.22612795,0.19715832,0.33776778,0.2830269,0.47187514,1.1382446000000002,0.02601244,43.757702084079774,0.09974258294692322,0.06670168154381394,..\airfoil_opt\data\processed\AH 79100 C AIRFOIL.dat,优秀,3
AH 79K132 20,4,-0.10778197,-0.0064646963,-0.17531377,-0.013948477,0.17935022,0.29529335,0.3350832,0.16375496,0.70746014,0.021,33.68857809523809,0.13310538631878355,0.03721844448827081,..\airfoil_opt\data\processed\AH 79K132 20.dat,优秀,2
AH 82150 A,4,-0.12160566,-0.035863175,-0.27807867,0.1167367,0.17353509,0.31574217,0.34218991,0.23375172,0.80671584,0.023642992,34.120717039535435,0.15254071232147737,0.03282807963847262,..\airfoil_opt\data\processed\AH 82150 A.dat,优秀,2
AH 93W145,4,-0.13830421,-0.039616567,-0.1356062,0.013858794,0.18197189,0.40755519,0.19026829,0.25367805,0.75872614,0.0220934,34.34175545638064,0.14433696297451756,0.038462642773693184,..\airfoil_opt\data\processed\AH 93W145.dat,优秀,2
ah94145,4,-0.12169437,0.0074116481,-0.092776443,0.049550508,0.22320339,0.35422552,0.42458571,0.18331503,0.87406712,0.025444034,34.352537023020794,0.14549682911135617,0.05491698932925655,..\airfoil_opt\data\processed\ah94145.dat,优秀,2
HQ 3pt0 11 AIRFOIL hq3011il,4,-0.085412245,-0.054303251,-0.092545335,0.081579621,0.19357345,0.21331832,0.25866401,0.19723029,0.78705026,0.020560233,38.28022085158276,0.10931422370800128,0.030233974026426264,..\airfoil_opt\data\processed\HQ 3pt0 11 AIRFOIL hq3011il.dat,优秀,1
HQ 3pt0 12 AIRFOIL hq3012il,4,-0.097844628,-0.067433138,-0.11139821,0.090355551,0.20215672,0.23161276,0.2678075,0.20684705,0.79344683,0.021063597,37.669104189564585,0.11949085690647382,0.030223413262442114,..\airfoil_opt\data\processed\HQ 3pt0 12 AIRFOIL hq3012il.dat,优秀,1
HQ 3pt0 13 AIRFOIL hq3013il,4,-0.10797796,-0.08584874,-0.11716832,0.080774602,0.21426938,0.24759444,0.27712037,0.21639307,0.78723454,0.021512127,36.59491876372802,0.12945483330958035,0.030325455998482576,..\airfoil_opt\data\processed\HQ 3pt0 13 AIRFOIL hq3013il.dat,优秀,2
HQ 3pt0 14 AIRFOIL hq3014il,4,-0.12181117,-0.093542036,-0.14191105,0.080065724,0.22673528,0.25910612,0.29594169,0.21880673,0.78087245,0.022026942,35.45078794868575,0.1395292697442513,0.030222303195905725,..\airfoil_opt\data\processed\HQ 3pt0 14 AIRFOIL hq3014il.dat,优秀,2
HQ 3pt0 15 AIRFOIL hq3015il,4,-0.13486912,-0.10474475,-0.15948414,0.076666609,0.23946139,0.27080388,0.31291302,0.22325434,0.77341836,0.022571959,34.264565162465516,0.14945979895199127,0.030230153144553785,..\airfoil_opt\data\processed\HQ 3pt0 15 AIRFOIL hq3015il.dat,优秀,2
HQ 3pt5 10 AIRFOIL hq3510il,4,-0.063754871,-0.027627745,-0.06933864,0.1300239,0.19219702,0.21123471,0.25825496,0.21727882,0.86698183,0.020984852,41.314650682311225,0.0993382043555076,0.03529097738195505,..\airfoil_opt\data\processed\HQ 3pt5 10 AIRFOIL hq3510il.dat,优秀,1
HQ 3pt5 12 AIRFOIL hq3512il,4,-0.08895537,-0.052628221,-0.100753,0.11931619,0.21106405,0.24457097,0.28126456,0.23138086,0.85587588,0.021821713,39.22129669655173,0.11935825200106603,0.03524936649952499,..\airfoil_opt\data\processed\HQ 3pt5 12 AIRFOIL hq3512il.dat,优秀,1
HQ 3pt5 13 AIRFOIL hq3513il,4,-0.10209282,-0.06616174,-0.11801511,0.11699652,0.22390549,0.25767753,0.29808851,0.23600289,0.85112166,0.022349076,38.083080481716564,0.1298952878436925,0.03522484869931613,..\airfoil_opt\data\processed\HQ 3pt5 13 AIRFOIL hq3513il.dat,优秀,2
HQ 3pt5 14 AIRFOIL hq3514il,4,-0.1140556,-0.079304047,-0.1270252,0.10460298,0.2355929,0.27089256,0.31394968,0.24003857,0.83947543,0.022817395,36.79102851136162,0.13945724687044947,0.03550271010106875,..\airfoil_opt\data\processed\HQ 3pt5 14 AIRFOIL hq3514il.dat,优秀,2
HQ 3pt5 9 AIRFOIL hq359il,4,-0.050637941,-0.01584956,-0.052861506,0.13474506,0.1793221,0.19975117,0.24093183,0.21372985,0.87332678,0.0209730829999999,41.64036255423221,0.08938235309135263,0.03528692610468593,..\airfoil_opt\data\processed\HQ 3pt5 9 AIRFOIL hq359il.dat,优秀,1
74130 WP2,4,-0.078272235,-0.012316869,-0.18486849,0.066212119,0.1668274,0.25252227,0.4115811,0.17802239,0.7888193,0.022428404,35.17054980818074,0.1323120199467259,0.038916099499726416,..\airfoil_opt\data\processed\74130 WP2.dat,优秀,2
74130 WP2 MOD,4,-0.078327429,-0.012088277,-0.18540162,0.066974253,0.16448677,0.26589478,0.37618357,0.19874265,0.78857667,0.022098653,35.6843772333092,0.13064040252840844,0.038086942884468844,..\airfoil_opt\data\processed\74130 WP2 MOD.dat,优秀,2
ag24,4,-0.090393924,-0.047168926,-0.026713918,0.036100985,0.15418495,0.1751475,0.14836826,0.14946606,0.68108934,0.019945863,34.146897529577934,0.08394003760892707,0.022217671270682762,..\airfoil_opt\data\processed\ag24.dat,优秀,1
n63412,4,-0.10524647,-0.10081122,-0.13421126,0.090251255,0.16169156,0.23128684,0.23097075,0.16375231,0.72153594,0.01999879,36.07897977827659,0.11961180299672533,0.02192381172693799,..\airfoil_opt\data\processed\n63412.dat,优秀,1
n63415,4,-0.13438852,-0.15018508,-0.17043304,0.083127834,0.19632686,0.27508419,0.27100656,0.17019824,0.71396865,0.02137863,33.39637058127673,0.14950970380431572,0.02191343750264835,..\airfoil_opt\data\processed\n63415.dat,优秀,2
GOE 693 AIRFOIL,4,-0.14664558,-0.004477461,-0.072501708,-0.034206577,0.20001653,0.29421414,0.21932304,0.31724477,0.72903296,0.02135779,34.13428823862394,0.12088925585031138,0.03744926160707368,..\airfoil_opt\data\processed\GOE 693 AIRFOIL.dat,优秀,2
GOE 701 AIRFOIL,4,-0.16045641,0.043676452,-0.037828927,-0.035096795,0.2548175,0.29931177,0.29241579,0.30168184,0.79842466,0.02293718,34.809190144560056,0.12565008370133138,0.049185571950017076,..\airfoil_opt\data\processed\GOE 701 AIRFOIL.dat,优秀,2
GOE 723 AIRFOIL,4,-0.11896721,-0.044594821,0.062183218,0.026876573,0.18919601,0.31669732,0.22801603,0.24173315,0.85190566,0.021674885,39.30381453004249,0.11628184477091338,0.045080666964749334,..\airfoil_opt\data\processed\GOE 723 AIRFOIL.dat,优秀,1
GOE 795 smoothed,4,-0.093275738,-0.0095426519,-0.040073602,-0.045685847,0.13450929,0.19163915,0.15172993,0.20368685,0.63621535,0.018909048,33.64608043725945,0.08048135354833283,0.024661714467520968,..\airfoil_opt\data\processed\GOE 795 smoothed.dat,优秀,1
GOE 796 AIRFOIL,4,-0.1497926,0.011449352,-0.097150644,-0.023024303,0.19561715,0.30208132,0.21431866,0.31618422,0.74084503,0.02176116,34.044372175012725,0.12072038908057606,0.037542200484173505,..\airfoil_opt\data\processed\GOE 796 AIRFOIL.dat,优秀,2
GOE 801 MVA 301 AIRFOIL,4,-0.061240156,0.10454284,0.018520427,0.061362149,0.26140343,0.31528013,0.25689115,0.31876563,0.97984314,0.023554915,41.59824563153805,0.0985018382703736,0.06239418443315565,..\airfoil_opt\data\processed\GOE 801 MVA 301 AIRFOIL.dat,优秀,3
GOE 114 MVA MK1 AIRFOIL,4,-0.084519329,-0.095275599,0.0872608,-0.031638691,0.093537292,0.26803575,0.20029917,0.21145457,0.72649214,0.019484567,37.285516275522056,0.09572282442545718,0.034700388639818586,..\airfoil_opt\data\processed\GOE 114 MVA MK1 AIRFOIL.dat,优秀,1
GOE 115 MVA MK2 AIRFOIL,4,-0.095741288,-0.04858142,0.05750946,-0.0037140998,0.12282296,0.29959519,0.17565755,0.20052721,0.76315742,0.019696045,38.74673417937459,0.09830191584468798,0.03742655343736095,..\airfoil_opt\data\processed\GOE 115 MVA MK2 AIRFOIL.dat,优秀,1
GOE 116 MVA MK3 AIRFOIL,4,-0.11414116,0.019721641,0.0042720228,-0.0046004757,0.12106002,0.30020515,0.20947055,0.21940349,0.77298644,0.020039359,38.57341145492728,0.09565699000083422,0.041133912860018405,..\airfoil_opt\data\processed\GOE 116 MVA MK3 AIRFOIL.dat,优秀,1
GOE 117 MVA MK4 AIRFOIL,4,-0.094848526,0.045629581,0.017720527,0.024167529,0.11398587,0.33731355,0.16821764,0.24752636,0.82691541,0.02026138,40.81239333154998,0.09003031284372709,0.0457173160682862,..\airfoil_opt\data\processed\GOE 117 MVA MK4 AIRFOIL.dat,优秀,1
GOE 118 MVA MK7 AIRFOIL,4,-0.048361706,0.07244435,0.060129092,0.054892957,0.12351313,0.38383919,0.18362309,0.27939051,0.93660493,0.021488878,43.58556691512698,0.08671309764124244,0.05787172615435885,..\airfoil_opt\data\processed\GOE 118 MVA MK7 AIRFOIL.dat,优秀,1
GOE 134 MVA H12 AIRFOIL,4,-0.042013789,0.0058331568,-0.022950355,-0.0026590657,0.19888242,0.30017426,0.11634703,0.35553699,0.79349846,0.0209924989999999,37.79914244607104,0.09524950541157574,0.0416278816,..\airfoil_opt\data\processed\GOE 134 MVA H12 AIRFOIL.dat,优秀,1
GOE 29B AIRFOIL,4,-0.093648129,0.18954372,-0.024933336,0.10334008,0.28078282,0.33873724,0.2120579,0.23939466,1.0073337,0.023436921,42.98063299355747,0.09763313234874556,0.06636563335270966,..\airfoil_opt\data\processed\GOE 29B AIRFOIL.dat,优秀,3
e585,4,-0.098234916,-0.018350869,-0.22211566,0.13208298,0.21669795,0.33387464,0.33661466,0.29931935,0.87024133,0.024211798,35.94286264902755,0.14868851613528758,0.042230420184876195,..\airfoil_opt\data\processed\e585.dat,优秀,2
e587,4,-0.10959325,-0.083851228,-0.22888326,0.20840125,0.22997191,0.35450085,0.35308948,0.36862211,0.9270095,0.026668846,34.760015487734265,0.16744717767277822,0.0415866813007945,..\airfoil_opt\data\processed\e587.dat,优秀,2
e591,4,-0.14143891,-0.021196045,0.018629313,0.26158255,0.3230846,0.4130044,0.26325795,0.45057517,1.184489,0.029528406,40.11354354854102,0.15618837622633142,0.06452693532641281,..\airfoil_opt\data\processed\e591.dat,优秀,3
e593,4,-0.10403126,0.043097837,-0.042879374,-0.0013094886,0.20974211,0.40519427,0.061916498,0.099970621,0.73362576,0.020689449,35.45893174825488,0.11304582754276485,0.04609003786541051,..\airfoil_opt\data\processed\e593.dat,优秀,1
e598,4,-0.10447152,0.040463792,-0.045275442,-0.0090811123,0.22001503,0.354244,0.14986064,0.09625262,0.74405028,0.020612769,36.096571013821574,0.1119331675935794,0.04545444637947076,..\airfoil_opt\data\processed\e598.dat,优秀,1
e694,4,-0.11393428,-0.028089632,-0.20838975,0.19111907,0.21279294,0.31485473,0.38368764,0.5303888,0.97920707,0.0252054829999999,38.84897067832439,0.1563953761506598,0.049659995421654085,..\airfoil_opt\data\processed\e694.dat,优秀,2
e748,4,-0.16670799,-0.23371079,0.00067494546,0.16676495,0.28199772,0.46937966,0.20089173,0.41599594,0.96717758,0.027592762,35.05185816483323,0.19545369810105817,0.044821955508583006,..\airfoil_opt\data\processed\e748.dat,优秀,2
e793,4,-0.15051758,-0.11777589,-0.025628212,0.089589041,0.25522485,0.37721853,0.19869151,0.32243446,0.88185415,0.0239472229999999,36.82490241144051,0.15625970552937501,0.04035264031771794,..\airfoil_opt\data\processed\e793.dat,优秀,2
e817,4,-0.11482634,-0.15245606,-0.043211673,0.098615236,0.12223678,0.17975089,0.2378412,0.2989823,0.75608567,0.0210051029999999,35.99533265797381,0.11083548355028532,0.028681248933632435,..\airfoil_opt\data\processed\e817.dat,优秀,1
e818,4,-0.09689569,-0.11990772,-0.033808625,0.11527894,0.10093373,0.16756326,0.20364272,0.28557771,0.76823079,0.020592597,37.30616347224199,0.09455457912342581,0.02791052289613788,..\airfoil_opt\data\processed\e818.dat,优秀,1
e553,4,-0.13083124,-0.26666145,-0.07584041,0.072085039,0.22486583,0.36594276,0.25528953,0.28839611,0.79038829,0.024185982,32.67960300309493,0.1803747936815798,0.029434509025219095,..\airfoil_opt\data\processed\e553.dat,优秀,2
e560,4,-0.17904639,-0.11033619,0.026544679,0.13231028,0.24558256,0.41426101,0.19367573,0.40935513,0.98821939,0.029585693,33.401934847360174,0.160784223310286,0.04820836759538865,..\airfoil_opt\data\processed\e560.dat,优秀,2
e561,4,-0.17426498,-0.11476507,0.024393142,0.12266927,0.26363146,0.44286929,0.20950858,0.40149031,0.9744545,0.026401211,36.90946222125947,0.16921601801710184,0.05086281619251476,..\airfoil_opt\data\processed\e561.dat,优秀,2
e562,4,-0.15129994,-0.14881008,0.0070940179,0.10200882,0.22192211,0.35768948,0.1799544,0.36835342,0.87890383,0.0236463929999999,37.168621446831395,0.1504933909863883,0.03852550508643571,..\airfoil_opt\data\processed\e562.dat,优秀,2
e580,4,-0.10995941,-0.13018192,-0.1402118,0.22707409,0.22173133,0.37133134,0.25469889,0.39007407,0.96780952,0.0254865,37.97341808408373,0.15972101201041916,0.040188084279383876,..\airfoil_opt\data\processed\e580.dat,优秀,2
e582,4,-0.09890803,-0.014362009,-0.2282206,0.10168471,0.21707757,0.33651646,0.3356253,0.30687274,0.83652334,0.024041969,34.794294094630935,0.15002719499799688,0.0421566934001444,..\airfoil_opt\data\processed\e582.dat,优秀,2
GOE 573 AIRFOIL,4,-0.064480535,0.027238304,-0.013000533,-0.080606762,0.23880745,0.52219159,0.16153223,0.3836587,0.83667845,0.024495262,34.15674631281755,0.14112204380205742,0.06545297537106405,..\airfoil_opt\data\processed\GOE 573 AIRFOIL.dat,优秀,3
GOE 574 AIRFOIL,4,-0.056494794,0.035168328,-0.00096425786,-0.043201459,0.14681988,0.41995352,0.082069717,0.4118076,0.79594166,0.021264979,37.42969414641792,0.10270261035864789,0.050378239749142795,..\airfoil_opt\data\processed\GOE 574 AIRFOIL.dat,优秀,1
GOE 584 AIRFOIL,4,-0.13409003,0.03070838,-0.053907759,0.0094724173,0.24687462,0.32954772,0.28673301,0.22888387,0.83864724,0.02281711,36.75519117013504,0.12762112961084884,0.0497866629153105,..\airfoil_opt\data\processed\GOE 584 AIRFOIL.dat,优秀,2
GOE 585 AIRFOIL,4,-0.094090627,0.037703316,-0.021139924,-0.0065112303,0.18763304,0.20687291,0.16675803,0.21316792,0.73666684,0.019365021,38.041107210779685,0.08255718358247396,0.034384893416491195,..\airfoil_opt\data\processed\GOE 585 AIRFOIL.dat,优秀,1
GOE 591 AIRFOIL,4,-0.090893392,0.044111,-0.030369765,0.021385379,0.22954524,0.32421634,0.23936796,0.28021815,0.87418463,0.0257363,33.96698942738467,0.11172875724893268,0.05104821922695404,..\airfoil_opt\data\processed\GOE 591 AIRFOIL.dat,优秀,1
GOE 592 AIRFOIL,4,-0.12096983,0.091510844,-0.0060482612,0.060207764,0.32829583,0.37104114,0.44958466,0.34848785,1.0735283000000002,0.028829108,37.237652306134486,0.1423696408843709,0.07572669127597265,..\airfoil_opt\data\processed\GOE 592 AIRFOIL.dat,优秀,3
GOE 602 MOD AIRFOIL,4,-0.085595323,-0.023985287,0.018513352,0.045442586,0.16982707,0.25722674,0.19160978,0.26943687,0.82941587,0.022637471,36.639069355406356,0.09605229934385495,0.038419119822457826,..\airfoil_opt\data\processed\GOE 602 MOD AIRFOIL.dat,优秀,1
GOE 611 AIRFOIL,4,-0.039811529,0.0095623854,-0.030671167,-0.024027611,0.26870778,0.37840336,0.26995192,0.37271483,0.86559035,0.02410675,35.906555217936884,0.12968576240038013,0.05904352533575937,..\airfoil_opt\data\processed\GOE 611 AIRFOIL.dat,优秀,3
GOE 612 AIRFOIL,4,-0.16824844,-0.038688583,-0.0064214346,-0.019065225,0.2994902,0.32656229,0.33882772,0.28198524,0.82977046,0.024703483,33.58920926251574,0.15197896962479623,0.05065388380664844,..\airfoil_opt\data\processed\GOE 612 AIRFOIL.dat,优秀,2
